Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-07-01,22293.58218046555,23105.962189844813,22293.58218046555,22902.8671875,14393600,0.0,0.0
2016-07-04,22871.621802523874,23027.8487274045,22668.526800179057,22902.8671875,7995000,0.0,0.0
2016-07-05,22902.864350216983,23043.46856519103,22840.373588006296,22949.732421875,7870350,0.0,0.0
2016-07-06,22606.03769077674,22684.15115895496,22059.243413529202,22199.84765625,16749150,0.0,0.0
2016-07-07,22199.8462109375,22652.904296875,22121.732747844828,22652.904296875,11495200,0.0,0.0
2016-07-08,22652.905875428085,23043.473218107876,22637.28318172089,22809.1328125,13498150,0.0,0.0
2016-07-11,22809.131364380457,23434.039072993623,22809.131364380457,23262.189453125,14056800,0.0,0.0
2016-07-12,23418.423313161715,23512.159497203724,22809.138116888662,22871.62890625,11024700,0.0,0.0
2016-07-13,23371.551358879136,23371.551358879136,22856.002431845038,23137.2109375,10009900,0.0,0.0
2016-07-14,23137.20597265625,23434.037109375,23059.092515625,23434.037109375,12430250,0.0,0.0
2016-07-15,23434.0434319417,23777.74273561018,23215.325693243576,23715.251953125,11623150,0.0,0.0
2016-07-18,23715.25136833415,23949.591796875,23434.042854085128,23949.591796875,11567200,0.0,0.0
2016-07-19,23871.478320694718,24058.950663527397,23777.742149278376,23949.591796875,10122250,0.0,0.0
2016-07-20,23949.586470170456,24090.190696022728,23808.98224431818,24058.9453125,7773150,0.0,0.0
2016-07-21,24058.946375769607,24168.305222932195,24012.07829841421,24105.814453125,8544700,0.0,0.0
